offset,modbus_address,name,value,count,type,size,scale_factor,units,rw_access,mandatory,static,label,description
1859,42169,,,,,,,,,,,Cell Voltage,Cell terminal altage14
,42170,CellV,,,uint16,,CellV Sf,,,,,Cell Voltage,Cell terminal voltage
,42171,CellTmp,,,int16,,Tmp_SF,,,,,Cell Temperature,Cell temperature
1864,42174,CellV,,,uint16,,CellV SF,,,,,Cell Voltage,Cell terminal voltage
1866,42176,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1868,42178,CellV,,,uint16,,CellV SF,,,,,Cell Voltage,Cell terminal voltage
1869,42179,CellTmp,,,int16,,Tmp_SF,,,,,Cell Temperature,Cell temperature
1870,42180,,,,bitfield32,,,,,,,Cell Status,Status of the ce1116
1871,42181,,,,,,,,,,,Cell Voltage,Cell terminal nttage17
1872,42182,CellV,,,uint16,,CellV SF,v,,,,Cell Voltage,Cell terminal voltage
1873,42183,CellTmp,,,int16,,Tmp_SF,,,,,Cell Temperature,Cell temperature
1874,42184,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1875,42185,,,,,,,,,,,Cell Voltage,Cell terminal Wltaee18
1876,42186,CellV,,,uint16,,CellV SF,,,,,Cell Voltage,Cell terminal voltage
1877,42187,CellTmp,,,int16,,Tmp_SF,,,,,Cell Temperature,Cell temperature
1878,42188,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1879,42189,,,,,,,,,,,Cell Voltage,Cell terminal 'Oltage19
1880,42190,CellV,,,uint16,,CellV_SF,,,,,Cell Voltage,Cell terminal voltage
1882,42192,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1883,42193,,,,,,,,,,,Cell Voltage,Cell terminal voltage20
1884,42194,CellV,,,uint16,,cellV_Sf,,,,,Cell Voltage,Cell terminal voltage
1885,42195,CellTmp,,,int16,,Tmp_SF,,,,,Cell Temperature,Cell temperature
1886,42196,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1887,42197,,,,,,,,,,,Cell Voltage,'Cell terminal voltage21
1888,42198,CellV,,,uint16,,CellV_SF,,,,,Cell Voltage,Cell terminal voltage
1889 | 1890,42199,CellTmp,,,bitfield32,,Tmp_SF,c,,,,Cell Temperature,Cell temperature
1890 | 1891,42201,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1892,42202,CellV,,,uint16,,CellV SF,,,,,Cell Voltage,Cell terminal voltage
1894,42204,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1895,42205,,,,,,,,,,,Cell Voltage,Cell terminal voltage23
1896,42206,CellV,,,uint16,,CellV_SF,,,,,Cell Voltage,Cell terminal voltage
1897,42207,CellTmp,,,int16,,Tmp_SF,,,,,Cell Temperature,Cell temperature
1898,42208,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1899,42209,,,,,,,,,,,Cell Voltage,Cell terminal voltage24
1900,42210,CellV,,,uint16,,cellV_SF,,,,,Cell Voltage,Cell terminal voltage
1901,42211,CellTmp,,,int16,,Tmp_SF,c,,,,Cell Temperature,Cell temperature
1902 | 1982 | 1962,42212,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1903,42213,,,,,,,,,,,Cell VQ1tae,Eutecminal volt
1904,42214,CellV,,,uint16,,CellV Sf,,,,,Cell Voltage,Cell terminal voltage
1905,42215,CellTmp,,,int16,,Tmp_SF,c,,,,Cell Temperature,Cell temperature
1906,42216,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1907,42217,,,,,,,,,,,Cell Voltage,Cell terminal Wltage26
1908,42218,CellV,,,uint16,,cellV Sf,,,,,Cell Voltage,Cell terminal voltage
1909,42219,CellTmp,,,int16,,Tmp_SF,,,,,Cell Temperature,Cell temperature
1910,42220,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1911,42221,,,,,,,,,,,Cell Voltage,Cell terminal wltage27
1912,42222,CellV,,,uint16,,CellV SF,,,,,Cell Voltage,Cell terminal voltage
1913,42223,CellTmp,,,int16,,Tmp_SF,c,,,,Cell Temperature,Cell temperature
1914,42224,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
191S,42225,,,,,,,,,,,Cell Voltage,Cell terminal ottage28
1916,42226,CellV,,,uint16,,CellV SF,,,,,Cell Voltage,Cell terminal voltage
1917,42227,CellTmp,,,int16,,Tmp_SF,,,,,Cell Temperature,Cell temperature
1918,42228,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1919,42229,,,,,,,,,,,Cell Voltage,Cell terminal Oltage29
1920,42230,CellV,,,uint16,,CellV SF,,,,,Cell Voltage,Cell terminal voltage
1921,42231,CellTmp,,,int16,,Tmp_SF,,,,,Cell Temperature,Cell temperature
1922,42232,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1923,42233,,,,,,,,,,,Cell Voltage,Cell terminal voltage30
1924,42234,CellV,,,uint16,,CellV_SF,,,,,Cell Voltage,Cell terminal voltage
1925,42235,CellTmp,,,int16,,Tmp_SF,,,,,Cell Temperature,Cell temperature
1926,42236,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
,42237,I : o M0t i3ra'us,,,,,,,,S,,,Sean-es
1928,42238,CellV,,,uint16,,CellV_SF | Tmp_SF,c,,,,Cell Voltage,Cell terminal voltage
1929,42239,CellTmp,,,int16,,Tmp_SF,c,,,,Cell Temperature,Cell temperature
1930,42240,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1931,42241,,,,,,CellV_SF,,,,,Cell Voltage,Cell terminal voltage32
1932,42242,CellV,,,uint16,,CellV_SF | Tmp_SF,c,,,,Cell Voltage,Cell terminal voltage
1933 | 1934,42243,CellTmp,,,bitfield32,,Tmp_SF,,,,,Cell Temperature,Cell temperature
1934 | 1935,42245,CellSt,,,bitfield32,,CellV_SF,,,,,Cell Status,Status of the cell
1936,42246,CellV,,,uint16,,CellV_SF | Tmp_SF,c,,,,Cell Voltage,Cell terminal voltage
1937,42247,CellTmp,,,int16,,Tmp_SF,,,,,Cell Temperature,Cell temperature
1938,42248,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1939,42249,,,,,,CellV SF,,,,,Cell Voltage,Cell terminal voltage34
,42250,CellV,,,uint16,,CellV SF | Tmp_SF,c,,,,Cell Voltage,Cell terminal voltage
1941,42251,CellTmp,,,int16,,Tmp_SF,,,,,Cell Temperature,Cell temperature
1942,42252,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
,42253,,,,,,CellV_SF,,,,,Cell Voltage,Cell terminal voltage35
194,42254,CellV,,,uint16,,CellV_SF | Tmp_SF,c,,,,Cell Voltage,Cell terminal voltage
• 1945,42255,cell ITmp,,,int16,,Tmp_SF,,,,,Cell Status,Status of the ce1135
,42256,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1947,42257,,,,uint16,,CellV Sf,,,,,Cell voltage,Cell terminal voltage36
1969 | 1949,42259,CellTmp,,,int16,,Ttnp_SF,c,,,,Cell Temperature,Cell temperature
1970 | 1950,42260,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1971 | 1951,42261,,,,,,,,,,,Cell Voltage,Cell terminal oltaee37
1972 | 1952,42262,CellV,,,uint16,,CellV SF,c,,,,Cell Voltage,Cell terminal voltage
1973 | 1953,42263,CeilTmp,,,int16,,Tmp_Sf,c,,,,Cell Status,Status of the ce1137
1914 | 1954,42264,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1975 | 1955,42265,,,,,,,,,,,Cell Voltage,Cell terminal Oltaee38
1976 | 1956,42266,CellV,,,uint16,,CellV_SF | Tmp_SF,c,,,,Cell Voltage,Cell terminal voltage
1977 | 1957,42267,CellTmp,,,int16,,Tmp_SF,c,,,,Cell Temperature,Cell temperature
1978,42268,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1979 | 1959,42269,,,,,,cellV SF,,,,,Cell Voltage,Cell terminal 'AeItage39
1960,42270,CellV,,,uint16,,cellV SF | Tmp_Sf,c,,,,Cell Voltage,Cell terminal voltage
1981 | 1961,42271,CellTmp,,,int16,,Tmp_Sf,c,,,,Cell Temperature,Cell temperature
1983 | 1963,42273,,,,,,CellV_SF,,,,,Cell Voltage,Cell temmal Ettage40
1984 | 1964,42274,CellV,,,uint16,,CellV_SF | Tmp_SF,c,,,,Cell Voltage,Cell terminal voltage
1985 | 1965,42275,CellTmp,,,bitfield32,,Tmp_SF,,,,,Cell Temperature,Cell temperature
1986 | 1966,42276,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1987 | 1967,42277,,,,uint16,,Cellv_SF,,,,,Cell Voltage,Cell terminal Eltage41
1988 | 1968,42278,CellV,,,uint16,,Tmp_SF,c,,,,Cell Voltage,Cell terminal voltage
1989 | 1969,42279,CellTmp,,,bitfield32,,,,,,,Cell Temperature,Cell temperature
1990 | 1970,42280,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
,42282,64083,,,,,,,S | Model,,,Model,
,42283,41,,,uint16,,,,s | Model L,,,,
1994 | 1974,42284,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
,42285,pad I,,,,,,,,,,,
,42286,Hw'Vet,,,,,,,Har4.' Ver,,,P EMS Verse,s
1997 | 1977,42287,CellTmp,,,int16,,,,,,,Cell Temperature,Cell temperature
,42288,E NetPovetSavn,,,int16,,,,POE et S,,,Comm P et,Sau
1999 | 1979,42289,,,,int16,,CellV_Sf,,,,,Cell Voltage,Cell terminal vortage44
1980,42290,CellV,,,uint16,,Tmp_SF,c,,,,Cell Voltage,Cell terminal voltage
2001 | 1981,42291,CellTmp,,,bitfield32,,,,,,,Cell Temperature,Cell temperature
,42292,ococ_ETP,,,,,,,,,,OCOC,Status En.xnetattcn
,42293,"socc',est",,,,,,,,,,,
,42294,R I ax T imeS,,,,,,,,,,,-Cee SCC
,42295,Ceca,,,,,,,,,,P r em,Cee b
,42296,RemCe18d,,,,,,,,S,,,Sean-es
2008/ | 1988,42298,CellV,,,int16,,Tmp_SF,c,,,,Cell Voltage,Cell terminal voltage
,42299,No,,,16,,,,,,,,s
1990,42300,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
2012 | 2013' 71993 42303 | 1992,42302,CellV,,,uint16,,Tmp_SF,c,,,,Cell Voltage,Cell terminal voltage
,42303,No L300P,,,,,,,,,,N Positive ro had,s
,42304,P o s oad,,,,,,,,,,,S
1995,42305,,,,uint16,,CellV,v,,,,Cell Voltage,Cell terminal K)ltage48
,42306,posc | 2S'oSOjpetmwC.atent,,,uint16,,,,,Pog gont•ct | sot07S,,,Cet.tactot SC tc 75 rnd cuneo
2017 | 1997,42307,Celllmp,,,,,Tmp_SF,c,,,,Cell Status,Status of the ce1148
1998,42308,censt,,,bitfield32,,,,,,,,
2019 | 1999,42309,,,,uint16,,C.e11V,,,,,Cell Voltage,Cell terminal voltage49
2000,42310,CellV,,,uint16,,C.e11V | 1 mp_SF,c,,,,Cell Voltage,Cell terminal voltage
,42311,Cc n Op,,,uint16,,,,,ccrr,,Nonbel oi cent me x | cf cont etc ' 7S to TO cent max,s
30 | 42416,42312,CellV,,,uint16,,,,,751 c to O,,Cell Voltage,Cell terminal voltage
,42313,rmwCu1tent,,,uint16,,,,Oetaåed E '.•ent 3Jti*4d 1,,,Vendor,
,42314,CusEvt | pos,,,bitfield32,,,,,,,,
2025 | 2005,42315,CellTmp,,,bitfield32,,,,,,,Cell Temperature,Cell temperature
,42316,"Cu,Ea2",,,,,,,,Oeta'ed Venda Even 8it'teldZ,,Vendu defined events deb,s
,42317,POS_CT PLAUSI_LV | FSTOP_ACTIVE | srRNG_OV | STANG UV | cRNr CVRCHRG_VAFN | CRNT_TPUSCHRG | ISO srs WARE | OFF,,,,,,,,,,,
42363,42319,SRCKV WARN,,,,,,,,,,,
42364,42320,FUSE OPEN | FUSE2_CPEN | CTR_SELFTESI | FSTOP PLAUS&E | CTPFRSICK_CLOSEC | CusEvt4 | HIGH,12,,bitfield32,,,,,S,,Defir-ae S 1m,s
42365,42321,PESEPVED | RESERVED,3,,,,,,,,,,
42366,42322,RESERVED,,,bitfield32,,,,,S,,Vendor defined,Info
2033 | 2013,42323,CellTmp,,,bitfield32,,,,,,,Cell Temperature,Cell temperature
42 | 42368,42324,Is cblonResMea,,,,,t Iohrn,,,,,,Mont of | Resstance V
as | 42371,42327,"oceu,v",,,16,,v,,S | Model,,,Model,s
48 | 42372,42328,"s,rv",,,,,,,s | Model L,Vdt• e,,Surn cell,s
47 | 42373,42329,pad I,,,,,c,,"S"" hdex",,,,Atv e
42374,42330,Hw'Vet | OCPfdT,,,,,c,,,,,CCPM T,S
so | 42376 | 88,42332,E NetPovetSavn | SV MAJC)R IF L,,,,,,,h Av O scö•• Poe,,,,s
42377 | 303 | 42383,42333,Pov etSav Staus | SW (FL | CHARGE | 802 i 804 | CO'FG STATUS,,,,,,,,,,SW Mt 'OR,s
55 | 42381,42337,"OCOZ STCP | socc',est",,,,,,,C Status,CSC cp,,SOC status,Energy. C SO CP
,42339,Ceca,,,"16 | CelC, SF",,,,delt' oi 30C •Z.,,,,-Cee SCC
42384,42340,RemCe18d | RESET CO-'NtER,,,16,,,,,,,P r em,Cee b
ss | 42385,42341,I : o M0t i3ra'us | IS olation Monna | SOC,,,ASOC SF,,,,,,,,s
,42346,No L30CP,,,,,,,,,,,s
42391,42347,,,,,,,,,road,,N Positive ro had,s
,42352,750100,,,uint16,,,,,N contact | 0010-38,,,s
72 | 42337,42353,EC.sCBa033CP,,,16,,,,. Avo p. 33 CP,"Neq cont""t",,,C 33 CP
73 | 42399,42355,EChAOOCP,,,,,ken,,Av Gschu OC CP,,,,
74 | 42400,42356,,,,uint16,,,,,,,Vendor,s
42401,42357,ECh.033CF,,,bitfield32,,,,,0 33 CP,,,
76 | 42402,42358,pos H | PRECHARGE_FAILUAe | PCHS OPEN_CFCUIT | NTC REAO_ERR | ECE.02SCP,,,tx-116,,,,,,,,
42404,42360,"Cu,Ea2 | EstMagC.CCV",,,teu,,,,,oCV,,E OCV,
81 | 42407 | 87 | 42413,42363,CE ya;cANCE-WARN | moue TEMP of WAPN | EXTERNAL TEMP_HGH | VELOCFECK_aeotCLUsr.Ae | MSC OtSCOMfCTEO | WARN | UT_WARN | RESERVEO,,,,,,,,,,,
82 | 42408,42364,PESERVEO | PESEPVEO | RESERVED | FESEAVEO,,,,,,,,,,,
33 | 83 | 42403,42365,OS_WAPNNG | RESERVEO,,,,,,,,,,,
84,42366,RESERVED | RESERVEC | FESEFW'EO,,,,,,,,,,,FOS
42,42368,PESERVEC | Is cblonResMea,7,,,,t Iohrn,,,,,,
38 | 42414,42370,RESERVEO,,,,,,,,,,,
as | 89 | 4?415,42371,"oceu,v",,,16,,v,,,,,,
48,42372,"s,rv",,,,,,,,,,,
32 | 33 | 42418 | 424B,42374,OCPfdT,,,,,c,,,OCPf•1 i,,,
48,42375,CCAFG,,,,,,,,A anon,,,
52 | 98 4?4??,42378,,,,,,,,,,,SW Verm. PAICH | Sc tc.. foe OC c hw,
,42382,MSO_CC'F13 | s T A TUS,,,,,,,,,,,s
42432,42388,FESERVEC,,,,,,,,• Eret,,,
63 | 07 | 4243S1,42389,,,,,,,,,,,P ace Er. c,
;42434;,42390,v-.ESERWD,,,15,,,,,,,,-2 n and
;42435 | ;42436,42391,,,,15,,,,,,,Chal,s
70,42396,ECAeChhOSOCP,,,,,,,,¯iTJ5tÉ,,,s
72 | 73,42399,ECUCh&02SCP,,,16,,,,,,,,S
76,42402,,,,,,,,,0 33 CP,,P A.' 0 33,s
77 | 83,42403,RESERVEO,,,,,,,,,,,s
,42404,EstMagC.CCV,,,teu,,,,,,,,s
73,42405,tnr.Ce'OCV,,,,,,,,oCV,,E OCV,s
30,42406,,,,,,,,,M,,M.In Cpa (TV,s
81,42407,RESERVEO,,,,,,,,,,,
82,42408,FESEAVEO,,,,,,,,,,,
86,42412,RESERVED,,,,,,,,,,,
38,42414,RESERVEO,,,,,,,,,,,
30,42416,CellV,,,uint16,,,,,,,Cell Voltage,Cell terminal voltage
